# Constructed from biom file
#OTU ID	BAN001.A0101.SG1.1_5M	BAN001.A0102.SG1.4_5M	CDM019.A0101.SG1.1_5M	CDM019.A0102.SG1.4_5M	CDM020.A0101.SG1.1_5M	CDM020.A0102.SG1.4_5M	ERR1883418	ERR1883419	ERR1883420	ERR1883421	ERR1883422	ERR1883423	ERR1883424	ERR1883429	ERR1883435	ERR1883437	FUM002.A0101.SG1.1_5M	FUM002.A0102.SG1.5_5M	FUM003.A0101.SG1.1_5M	FUM003.A0102.SG1.4_5M	GDN001.A0101.SG1.1_5M	GDN001.A0102.SG1.3_5M	GOY005.A0101.SG1.2_5M	GOY005.A0103.SG1.4_5M	GOY006.A0101.SG1.2_5M	GOY006.A0102.SG1.5_5M	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE014.A0101	JAE015.A0101	JAE016.A0101	PES001.B0101.SG1.3_5M	PES001.B0102.SG1.5_5M	SRR1631060	SRR1631061	SRR1631063	SRR1631064	SRR1633008	SRR1761664	SRR1761665	SRR1761666	SRR1761667	SRR1761668	SRR1761669	SRR1761670	SRR1761671	SRR1761672	SRR1761673	SRR3184100	SRR3184876	SRR3189411	SRR3189416	SRR3189418	SRS013950	SRS014107	SRS014477	SRS014691	SRS015064	SRS019029	SRS019129	SRS051244	SRS051378	SRS051930	SRS051941	SRS052604	SRS052876	SRS053584	SRS053630	SRS053917	SRS054653	SRS063215	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101	VLC008.A0101	VLC009.A0101	VLC010.A0101	VLD001.A0101.SG1.1_5M	VLD001.A0102.SG1.2_5M
Actinomyces oris	6	4	1025	446	644	315	0	0	0	0	0	0	0	0	0	0	8232	4252	1169	516	405	112	1254	455	1850	774	11495	2578	196745	168806	1154821	105551	39391	18125	48970	6660	4561	2298	15336	15665	17643	17766	6457	93	46	188	24	10	12	68	35	55	137	93301	6574	25357	24499	22416	18058	10796	12901	26540	390371	84371	49756	603435	31745	844006	135988	85783	256496	32064	1791562	86661	200370	45720	11147	5036	6763	17095	33364	12684	120869	33241	561	219
Actinomyces oris A	3	3	462	192	469	227	0	1	0	0	0	0	0	0	0	0	6181	3111	848	421	333	91	1007	393	1360	590	4617	1453	60812	360306	426797	117945	56742	12161	22313	4819	3069	1497	7923	8069	9217	9213	2956	44	16	168	18	5	5	39	24	39	91	75341	2619	22865	21804	20084	11348	26246	7768	8841	276605	43870	20938	480305	89822	352346	125371	70666	131908	23993	912779	159675	95747	26753	4425	2939	2485	21608	12277	8249	50376	12319	248	98
Actinomyces oris B	0	0	1933	850	2408	1146	0	0	0	0	0	0	0	0	0	0	22948	12012	1633	824	3444	835	1862	691	2994	1281	5503	1362	19600	23881	79481	8543	4958	44579	25702	6201	10324	4987	1878	1882	2216	2305	907	26	14	62	7	1	2	6	18	19	27	7955	4981	2721	2610	2469	18905	2026	6287	17280	86752	24856	21424	92346	24206	72224	30936	11938	34002	24187	178183	38968	49382	25670	1848	1055	876	4367	12948	5121	9958	6902	1569	681
Actinomyces oris C	2	2	344	128	556	290	0	0	0	0	0	0	0	0	0	0	9234	4664	918	524	689	166	1292	458	1815	755	5584	1271	22529	27554	120500	12423	9299	8822	17420	5943	4518	2136	4721	4814	5308	5406	1897	126	19	521	48	6	5	20	134	22	115	21138	9760	3688	3694	3276	52047	3206	3343	37446	82053	21864	12727	110680	9964	91548	38496	16536	65647	11830	334738	37742	64880	11407	2561	943	1087	5814	4941	3548	13912	6286	552	287
Actinomyces oris D	2	0	203	86	1555	731	0	0	0	0	0	0	0	0	0	0	7963	4061	1299	634	608	140	2301	788	2701	1104	45641	19962	15626	16044	66210	9513	4709	12222	7500	2503	10852	5091	1286	1229	1532	1459	391	26	24	57	4	0	1	11	8	4	16	5589	848	1822	1806	1660	3104	3184	1963	988	51368	4472	5080	59945	6641	48638	30395	8513	16911	16260	166122	908484	43338	11539	2297	13465	689	10566	8572	1610	6549	7677	475	213
Actinomyces oris E	4	4	197	104	797	392	0	0	0	0	0	0	0	0	0	0	7187	3662	1147	542	580	110	1449	513	1902	796	46325	15547	9849	41725	115816	127072	4869	23448	7509	4377	4630	2223	3185	3165	3692	3609	1246	42	20	69	4	2	7	9	13	18	22	34390	1161	9686	9634	8602	7878	29292	11679	2877	566464	5697	13267	177661	50011	52951	186069	30883	51381	54753	218409	206798	116490	171528	2465	2316	751	144514	42660	3026	8148	6973	436	175
Actinomyces procaprae	0	0	113	55	121	71	1	0	1	0	0	0	0	0	0	0	234	105	33	20	1158	285	70	27	213	88	0	0	0	0	0	0	0	0	0	0	343	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	84
Actinomyces qiguomingii	0	0	125	97	192	100	0	0	0	0	0	0	0	0	0	0	315	177	40	21	1143	280	78	25	223	99	0	0	0	0	0	0	0	0	0	0	341	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	97
Actinomyces radicidentis	0	0	138	55	285	129	1	1	0	1	0	0	0	0	0	0	369	202	52	35	1850	440	169	60	418	192	0	0	0	0	0	0	0	0	0	0	496	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	107
Actinomyces ruminicola	0	0	127	60	147	81	0	0	0	0	0	0	0	0	0	0	222	128	38	23	1159	323	68	28	219	84	0	0	0	0	0	0	0	0	0	0	340	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	82
Actinomyces slackii	0	0	174	60	235	97	0	0	0	0	0	0	0	0	0	0	718	397	97	47	2301	597	171	62	500	226	0	0	0	0	0	0	0	0	0	0	798	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	158
Actinomyces sp000195595	4	1	207	93	880	399	0	0	0	0	0	0	0	0	0	0	11813	5851	1696	791	661	199	2638	902	2864	1186	39174	2544	9411	24535	24420	2944	7879	9490	3915	14552	4606	2300	4359	4391	4845	4994	1068	49	9	409	21	7	20	3	150	12	17	56295	832	7331	6848	6267	7294	12831	38877	5801	214081	2643	41977	46194	7328	16404	31438	4382	14227	868669	96357	87555	30758	63324	64133	850	448	21989	10088	3023	19293	221031	775	344
Actinomyces sp000220835	1	1	499	239	413	192	0	0	0	0	0	0	0	0	0	0	570	344	381	186	1864	475	204	94	425	176	674	60	9094	8265	4522	1291	772	12966	10789	20693	695	357	8485	8526	9565	9613	5723	411	3	15	44	60	125	33	78	108	102	47711	23969	14440	13892	12821	222	1015	12607	15094	199998	7604	275	21517	398	132545	1728810	423	67882	709	2313150	1251	407397	265	1792	1250	661	173631	1674	1586	4290	5406	1198	429
Actinomyces sp001278845	3	1	71258	28359	37477	15511	0	0	0	0	0	0	0	0	0	0	3076	1582	336	182	40649	9345	1134	385	5512	2162	4041	849	384729	1030019	422998	42318	12213	1092467	1372795	1996934	21879	9491	353	362	393	445	1275	16	3	11	5	11	4	8	17	56	57	719	3884	5381	5204	4678	17448	84821	7517	1738	4124	17986	10358	31100	3977	40272	407084	17784	8971	1444	1196	9043	7913	6516	186002	140800	151956	568375	186875	264198	417880	384743	27015	10999
Actinomyces sp002154335	0	0	94	54	139	72	0	0	0	0	0	0	0	0	0	0	246	154	42	15	801	214	66	32	147	60	0	0	0	0	0	0	0	0	0	0	246	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	60
Actinomyces sp002999235	0	0	689	284	581	270	0	0	0	0	0	0	0	0	0	0	561	276	120	44	2171	610	158	59	452	192	760527	49810	1350773	1627476	201269	79853	241056	2009291	763529	2848449	826	448	1380	1408	1605	1543	189	7	1	23	0	45	11	9	21	74	87	436	742	717	664	678	583	878	4200	858	811	12383	346	24015	359346	27225	259787	140	484	510	1282	643	1129	9777	501498	481274	403051	256955	234331	860774	757450	311176	759	309
Actinomyces sp009930875	0	1	122	58	128	63	0	0	0	0	0	0	0	0	0	0	291	139	32	22	983	271	70	30	199	104	0	0	0	0	0	0	0	0	0	0	286	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	76
Actinomyces sp011751985	0	0	992	407	4637	1834	1	0	0	0	0	0	0	0	0	0	3158	1641	435	261	4429	1093	1532	556	1998	875	26655	679	92305	37147	2043	53450	467	136479	16947	8387	4216	1931	23	35	23	29	2	0	0	1	1	2	0	1	1	0	0	39	19	15	15	19	151	403	47	0	331	148	211	651	640	503	535	56	162	2066	1310	692	392	866	873	8299	231	12629	30818	1092	12532	1788	435	219
Actinomyces sp011752065	0	0	186	63	503	238	0	0	0	1	0	0	0	0	0	0	6770	3305	1054	480	611	152	1433	436	1676	704	5954	427	4618	5936	9608	1268	2840	4361	3176	4782	2573	1296	162	166	199	181	45	4	1	5	2	0	1	1	0	2	3	794	178	238	244	219	729	552	435	1651	6702	671	1186	10285	1918	5076	6201	819	2950	5806	22049	7194	6404	2884	825	483	368	2601	1896	711	2625	1946	813	344
Actinomyces sp013185035	1	0	175	97	259	139	0	0	0	0	0	0	0	0	0	0	395	209	74	36	1659	368	116	50	323	138	0	0	0	0	0	0	0	0	0	0	522	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	102
Actinomyces sp015711475	0	0	76	48	171	105	1	0	0	0	0	0	1	0	0	0	348	201	67	22	995	210	90	49	176	72	0	0	0	0	0	0	0	0	0	0	364	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	56
Actinomyces sp900323545	0	2	268	103	7634	2999	0	0	0	0	0	0	0	0	0	0	115021	54178	10620	5012	1302	341	20595	7225	34086	13000	1980240	96510	7725	817732	60190	3248	358046	232165	28216	6048	49451	21526	1537	1453	1703	1630	514	12	5	25	3	0	0	2	9	4	6	3598	7276	7131	6729	6132	1531	42423	2248	825	23256	1292	4180	48383	173846	18608	20448	3638	7765	1304432	37721	210583	21605	440335	2311	665	2882	4670	480879	170347	497682	8879	1320	578
Actinomyces succiniciruminis	0	0	57	21	80	36	0	0	0	0	0	0	0	0	0	0	113	75	15	10	418	92	23	15	76	43	0	0	0	0	0	0	0	0	0	0	122	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	36
Actinomyces timonensis	1	1	170	70	213	103	0	0	0	0	0	0	0	0	0	0	767	534	107	63	1043	295	156	79	315	158	1235	119	4823	24725	4488	2037	449	9137	5458	7612	518	295	145	137	193	194	1070	2	5	1	5	5	1	18	2	19	78	394	2763	1324	1227	1119	535	601	5453	601	12726	434	477	3231	720	6614	3320	303	3132	1688	4879	4347	1694	689	880	11215	677	2912	4641	5471	4307	2515	259	128
Actinomyces urogenitalis	0	0	140	89	263	130	0	0	0	0	0	0	0	0	0	0	419	242	78	29	1561	426	152	47	308	154	0	0	0	0	0	0	0	0	0	0	528	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	112
Actinomyces viscosus	0	1	220	106	567	275	0	0	0	0	0	1	0	0	0	0	7482	3799	1053	559	643	175	1608	599	1799	715	6247	531	8662	8505	34856	2686	2468	6147	5181	4199	2768	1397	552	577	605	600	248	11	2	17	8	0	3	2	5	3	7	2765	869	718	607	595	3032	987	880	3490	12362	2683	3399	23029	2525	28221	15613	3147	13512	9019	45221	14023	15083	3552	986	616	439	3450	3056	961	4870	2473	747	307
Actinomyces weissii	1	0	84	38	156	98	1	1	0	0	0	0	0	0	0	0	300	134	77	48	1112	321	115	45	231	132	0	0	0	0	0	0	0	0	0	0	379	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	76
Actinomyces wuliandei	0	0	39	30	73	52	0	0	0	0	0	0	1	0	0	0	936	569	33	25	642	156	82	26	155	74	0	0	0	0	0	0	0	0	0	0	224	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	63
Aerococcus sp002252085	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	697	697	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Aerococcus urinaeequi	23	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	42	8	1095	991	0	0	0	0	0	0	0	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Aerococcus viridans	9	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	7	12	0	1	7	1	1311	1272	0	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Aerococcus viridans C	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	9	1	9	1	417	414	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
Aeromonas caviae	6	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	34	23	3	4	1277	306	8	3	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8
Afipia broomeae	4	5	0	1	0	2	0	0	0	1	0	1	1	0	0	0	2	1	5462	3067	8	9	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
Aggregatibacter aphrophilus	0	2	22	27	316	400	0	0	0	0	0	0	0	0	0	0	100	173	644	846	0	1	8082	7913	762	958	935796	1194927	35656	23597	13342	1322	1015	111405	7772	2434	244	436	86	106	115	105	147	2	2	0	2	1	0	0	3	0	6	624	56	1423	1216	1056	88195	4016	14545	3737	3980	11812	40474	7016	5149	29937	12445	3997	2940	63513	987	266676	3154	813	2029	12650	1313	1307	177174	4950	1605	1172	2	5
Aggregatibacter kilianii	0	1	23	20	932	1237	0	0	0	0	0	0	0	0	0	0	150	236	1424	1906	0	1	15049	14786	835	1017	3945237	4711556	131815	15511	16467	2691	1735	457036	24001	800	265	424	116	115	119	135	142	0	1	5	3	0	0	0	3	0	3	465	87	2676	2412	2232	77203	2816	7110	1083	1519	9310	25196	8078	4160	25572	4419	3551	9023	33243	1299	885709	1890	430	708	52312	814	2289	918341	3031	1364	957	0	3
Aggregatibacter kilianii A	2	0	3	2	15	20	0	0	0	0	0	0	0	0	0	0	4	6	33	37	0	0	295	307	41	50	14618	18588	778	515	314	140	165	2431	607	79	14	15	9	8	6	14	2	0	0	0	0	0	0	0	0	0	0	15	3	34	26	29	726	28	84	19	16	1060	397	862	356	440	671	112	123	441	152	11012	194	67	53	252	68	169	2904	63	148	25	0	0
Aggregatibacter segnis	1	0	15	24	316	375	0	0	0	0	0	0	0	0	0	0	40	46	80	89	0	0	971	886	179	180	110078	129925	9694	9350	5675	6852	2132	51039	37107	1696	37	60	259	268	292	292	73	0	7	11	1	0	0	0	5	1	2	307	134	638	636	505	8948	788	776	201	158	63469	7250	46289	37248	9303	19994	18215	5552	7503	603	607122	8601	1596	724	4426	1202	4333	69352	920	10728	1390	0	1
Aggregatibacter segnis A	0	3	14	21	263	322	0	0	0	0	0	0	0	0	0	0	35	86	78	115	0	0	1124	1068	215	267	149534	176407	9826	9715	4460	7142	1972	52997	36576	1815	55	71	165	186	224	221	45	0	2	15	4	0	0	0	1	0	0	244	139	628	638	520	9637	579	941	203	182	65201	7782	31443	36518	7056	13799	8732	2954	7947	162	307735	6775	1266	454	4734	799	2924	51269	432	8959	1198	1	0
Aggregatibacter sp000466335	0	0	5	20	192	201	0	0	0	0	0	0	0	0	0	0	10	26	74	74	0	1	745	628	102	132	92342	108293	5342	13029	3268	11975	10784	21131	13867	554	22	41	775	791	956	924	247	0	6	2	4	0	0	0	2	0	2	1562	464	3934	3660	3214	19084	4418	1457	1192	686	183648	6454	166767	12010	75623	60833	4192	27543	11059	544	948591	71556	15304	708	2655	1945	13481	24071	230	8390	686	1	3
Agrobacterium sp900013535	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	7	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2566	1164
Alishewanella agri	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	384	98	2	4	0	0	0	0	0	0	0	0	0	0	150	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3
Anaerosphaera mikwangii	0	0	145	350	41	142	3	2	0	0	0	0	0	0	1	0	84	173	2	6	22	54	21	30	52	94	0	0	0	0	0	0	0	0	0	0	83	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	31
Aquabacterium commune	25	11	1	1	1	1	0	0	0	0	0	2	0	0	0	0	1	1	1388	861	7	3	10	1	2	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	32
Arachnia propionica	0	1	40476	17579	52545	25015	0	0	0	0	0	0	0	0	0	0	3661	2618	685	467	5134	1728	5961	2759	7776	3475	122003	5200	1302642	1759264	1513966	313406	206960	891677	159026	804258	33625	16627	558	559	681	629	950	35	34	28	13	7	15	20	129	83	75	7083	7742	3390	3262	2946	48104	3055	8778	554	17161	4873	225134	45586	149223	98113	138382	86317	166984	87199	10589	141250	119226	26519	597753	297679	662576	1106022	778928	210512	1310401	565701	696	415
Arachnia propionica B	0	0	23	9	214	91	0	1	0	0	0	0	0	1	1	0	55	27	5	8	32	16	57	26	76	40	0	0	0	0	0	0	0	0	0	0	195	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7
Arachnia propionica C	0	0	53	14	148	77	0	0	1	0	0	0	0	0	0	0	45	45	11	4	22	9	55	22	73	37	0	0	0	0	0	0	0	0	0	0	163	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4
Arachnia rubra	2	1	633	310	1518	784	0	0	0	0	0	0	1	0	0	0	223	181	58	20	150	59	279	184	421	169	1367	78	1376017	19358	29346	1261	1289	13692	1958	46669	1252	666	42	43	43	56	54	46	260	20	4	2	4	2	41	3	28	1642	18821	392	377	360	45053	6333	44506	10	1193450	63	172123	1837	863	2163	1274	337	2339	472079	141	8046	1317	3634	1022	139513	1661	139483	46564	988	38699	1553	40	16
Arachnia sp013333945	0	0	2044	975	13131	6864	1	0	0	0	0	0	0	0	0	0	3854	3175	1054	896	395	171	3264	1587	3513	1607	3480	267	50286	54465	35823	7967	2370	24966	4706	17640	11344	5879	400	407	473	475	1162	52	31	101	38	13	20	84	69	191	97	1946	225	1375	1316	1227	17856	607	653	13	88677	304	27980	16599	3403	165236	28263	6677	34324	27662	321	399794	103210	34030	7680	17176	9777	157022	52280	3569	37667	11688	168	107
Arachnia sp900607225	0	0	4233	1912	12825	6350	1	0	0	0	0	0	0	0	0	0	1850	1360	257	185	937	283	2457	1193	3043	1276	10122	425	67528	146365	126377	24298	4977	60616	13350	28837	10688	5431	47	56	75	82	101	6	8	7	1	1	0	1	71	14	12	362	628	239	221	172	18331	525	644	55	4550	494	51725	29568	7044	5768	243850	3631	4902	13656	941	20019	4504	4333	11552	22304	12257	87594	60069	4412	102472	15346	383	199
Arachnia sp905372155	0	0	20001	8654	35533	16651	0	0	0	0	0	0	0	0	0	0	5038	3595	487	352	1855	611	3725	1799	4382	1945	24783	1171	164143	384545	243442	27576	12709	150114	31264	88725	17169	8692	362	395	431	434	567	76	154	37	16	3	6	25	44	39	32	1028	519	1394	1296	1165	267580	5093	1799	782	7610	4410	808261	85707	17626	13562	40527	6582	11538	212916	7628	101696	8834	51385	29163	55494	35383	200042	192004	14980	395834	105417	2196	1124
Arenimonas maotaiensis	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	192
Aureimonas A endophytica	1	5	4	2	2	0	15	10	3	2	0	1	0	1	0	0	2	2	4	5	7	1	0	1	2371	2420	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
Azonexus agitatus	0	0	1	3	2	5	0	0	0	0	0	0	0	0	0	0	2	1	12500	10258	0	0	4	3	1	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Azonexus aromaticus A	0	0	0	2	2	1	0	0	0	0	1	0	0	0	0	0	2	2	1647	1462	0	0	10	1	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus aromaticus B	0	0	4	4	7	2	0	0	0	0	0	0	0	0	0	0	2	2	646	579	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus denitrificans	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	874	757	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus fungiphilus	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	2	2	477	473	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Azonexus hortensis	2	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	12	13	1917	1666	0	0	4	0	60	47	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Azonexus hydrophilus	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	346	366	0	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus hydrophilus A	0	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0	2	2	550	485	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Azonexus sp002345845	0	0	1	1	3	2	1	0	0	0	0	2	0	0	0	0	3	1	1241	1002	8	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Azonexus sp002425245	0	0	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	626	541	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Azonexus sp002440665	0	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	1	2	822	710	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azonexus sp002470165	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2986	2586	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
