"Species"	"Isolation_Source"
"40CM-3-62-11 sp001914955"	"other"
"40CM-4-65-16 sp001917775"	"other"
"40CM-4-65-16 sp005879675"	"other"
"40CM-4-65-16 sp005880345"	"other"
"40CM-4-65-16 sp005880755"	"other"
"40CM-4-65-16 sp005880795"	"other"
"40CM-4-65-16 sp005881275"	"other"
"40CM-4-65-16 sp005881335"	"other"
"40CM-4-65-16 sp005882135"	"other"
"40CM-4-65-16 sp005883575"	"other"
"40CM-4-65-16 sp005887685"	"other"
"40CM-4-65-16 sp005887735"	"other"
"40CM-4-65-16 sp005888075"	"other"
"40CM-4-65-16 sp005889085"	"other"
"40CM-4-65-16 sp005889135"	"other"
"40CM-4-65-16 sp005889495"	"other"
"40CM-4-68-19 sp001918155"	"other"
"40CM-4-68-19 sp005879095"	"other"
"40CM-4-68-19 sp005879315"	"other"
"40CM-4-68-19 sp005879505"	"other"
"40CM-4-68-19 sp005879535"	"other"
"40CM-4-68-19 sp005879805"	"other"
"40CM-4-68-19 sp005888115"	"other"
"40CM-4-69-5 sp001917535"	"other"
"40CM-68-15 sp001917585"	"other"
"41-12-T18 sp002163085"	"other"
"41-12-T18 sp002163115"	"other"
"41-12-T18 sp002400805"	"other"
"41-12-T18 sp013215805"	"other"
"41-269 sp001508005"	"other"
"41-269 sp012523575"	"other"
"41T-STBD-0c-01a sp002009425"	"other"
"42-11 sp001508835"	"other"
"42-54-T18 sp002162955"	"other"
"42-54-T18 sp002163245"	"other"
"42-54-T18 sp002402125"	"other"
"43-37 sp001897475"	"other"
"4484-100 sp002049785"	"other"
"4484-107 sp002059205"	"other"
"4484-113 sp002050035"	"other"
"4484-171 sp002049895"	"other"
"4484-188 sp002049825"	"other"
"4484-190-2 sp002050025"	"other"
"4484-211 sp002084955"	"other"
"4484-213 sp002085025"	"other"
"4484-219 sp002085035"	"other"
"4484-230 sp002085085"	"other"
"4484-232 sp002084985"	"other"
"4484-275 sp002085205"	"other"
"4484-276 sp002254335"	"other"
"4484-49 sp002085265"	"other"
"4484-7 sp002085285"	"other"
"4484-87 sp002085355"	"other"
"4484-93 sp002085385"	"other"
"4484-95 sp002085375"	"other"
"45385 sp002156385"	"other"
"45385 sp002797395"	"other"
"4572-104 sp002084435"	"other"
"4572-104 sp003245625"	"other"
"4572-104 sp016342455"	"other"
"4572-104 sp016935815"	"other"
"4572-112 sp002254285"	"other"
"4572-112 sp003648395"	"other"
"4572-112 sp015493685"	"other"
"4572-123 sp002084545"	"other"
"4572-128 sp002084355"	"other"
"4572-13 sp002084585"	"other"
"4572-13 sp003644215"	"other"
"4572-13 sp016782835"	"other"
"4572-13 sp018052735"	"other"
"4572-130 sp002084425"	"other"
"4572-130 sp015486915"	"other"
"4572-130 sp015493575"	"other"
"4572-55 sp002084765"	"other"
"4572-78 sp002084875"	"other"
"46-32 sp001898405"	"other"
"46-32 sp001898485"	"other"
"46-32 sp003243445"	"other"
"46-32 sp004173255"	"other"
"46-32 sp004173355"	"other"
"46-32 sp017998385"	"other"
"46-47 sp001509335"	"other"
"46-47 sp002452555"	"other"
"46-47 sp003644575"	"other"
"46-80 sp002382755"	"other"
"46-80 sp002418775"	"other"
"46-80 sp003485325"	"other"
"46-80 sp003513005"	"other"
"4787 sp002402995"	"other"
"49-20 sp002417685"	"other"
"49-20 sp002436085"	"other"
"49-20 sp003445715"	"other"
"49-20 sp003499715"	"other"
"49-20 sp012517865"	"other"
"4M-Z18 sp003400305"	"other"
"50-218 sp001508855"	"other"
"50-400-T64 sp002162755"	"other"
"50-400-T64 sp002162815"	"other"
"50-400-T64 sp002162825"	"other"
"50-400-T64 sp002746135"	"other"
"50-400-T64 sp003646355"	"other"
"50-400-T64 sp018069465"	"other"
"51-20 sp001917175"	"other"
"51-20 sp016288295"	"other"
"51-20 sp017465405"	"other"
"51-20 sp017470585"	"other"
"51-20 sp017546885"	"other"
"51-20 sp017937705"	"other"
"51-20 sp017961285"	"other"
"51-20 sp900539605"	"other"
"51-20 sp900542055"	"other"
"51-20 sp900762565"	"other"
"51-20 sp902761715"	"other"
"51-20 sp902795665"	"other"
"51-20 sp910577095"	"other"
"51-20 sp910587405"	"other"
"54-19 sp001898225"	"other"
"54-19 sp902812345"	"other"
"55-13 sp001898035"	"other"
"55-13 sp014380605"	"other"
"58-81 sp001509095"	"other"
"58-81 sp002070395"	"other"
"58-81 sp012523215"	"other"
"58-81 sp012729145"	"other"
"62-47 sp001899255"	"other"
"62-47 sp017305535"	"other"
"62-47 sp017305555"	"other"
"62-47 sp017305595"	"other"
"629B-23 sp017743375"	"other"
"63-22 sp001898995"	"other"
"63-22 sp900465915"	"other"
"630D-37 sp017743695"	"other"
"64-32 sp001508155"	"other"
"65-79 sp001896885"	"other"
"65-9 sp001899525"	"other"
"66-26 sp001897745"	"other"
"66-474 sp001899805"	"other"
"66-474 sp004299555"	"other"
"66-474 sp004299705"	"other"
"66-474 sp018241145"	"other"
"66-474 sp018241365"	"other"
"66-474 sp018971925"	"other"
"67-14 sp001897355"	"other"
"67-14 sp016649615"	"other"
"67-14 sp016650125"	"other"
"67-14 sp016712175"	"other"
"67-14 sp017304845"	"other"
"67-14 sp018883025"	"other"
"67-14 sp903891285"	"other"
"67-14 sp903933815"	"other"
"67-14 sp903939845"	"other"
"69-11 sp001898425"	"other"
"69-11 sp017304945"	"other"
"6H3-1 sp019058015"	"other"
"6H3-1 sp019058135"	"other"
"70-18 sp001899585"	"other"
"73-13 sp001898855"	"other"
"73-13 sp017744755"	"other"
"79-D21 sp000402835"	"other"
"79-D21 sp002432945"	"other"
"79-D21 sp002436015"	"other"
"79-D21 sp012517195"	"other"
"79-D21 sp015657435"	"other"
"9FT-COMBO-42-15 sp001803815"	"other"
"9FT-COMBO-42-15 sp016214425"	"other"
"9FT-COMBO-48-23 sp001795315"	"other"
"9FT-COMBO-48-23 sp016783155"	"other"
"9FT-COMBO-48-23 sp016865855"	"other"
"9FT-COMBO-48-23 sp016875875"	"other"
"9FT-COMBO-53-11 sp001772805"	"other"
"9FT-COMBO-55-16 sp001795335"	"other"
"A-MIC-10 sp014874295"	"other"
"A07HB70 sp000496195"	"other"
"A373 sp011176685"	"other"
"A37T11 sp900109895"	"other"
"AA152 sp003222305"	"other"
"AA29 sp003222295"	"other"
"AA32 sp003223555"	"other"
"AAA044-D11 sp002340925"	"other"
"AAA044-D11 sp002367715"	"other"
"AAA044-D11 sp007280395"	"other"
"AAA044-D11 sp009698045"	"other"
"AAA044-D11 sp009701525"	"other"
"AAA044-D11 sp009701575"	"other"
"AAA044-D11 sp009702205"	"other"
"AAA044-D11 sp009705075"	"other"
"AAA044-D11 sp009726125"	"other"
"AAA044-D11 sp903822245"	"other"
"AAA044-D11 sp903836945"	"other"
"AAA044-D11 sp903838035"	"other"
"AAA044-D11 sp903842675"	"other"
"AAA044-D11 sp903871555"	"other"
"AAA044-D11 sp903875815"	"other"
"AAA044-D11 sp903898855"	"other"
"AAA044-D11 sp903919375"	"other"
"AAA044-D11 sp903938735"	"other"
"AAA071-K20 sp003265975"	"other"
"AAA164-E04 sp000383715"	"other"
"AAA164-E04 sp002690655"	"other"
"AAA240-E13 sp000504605"	"other"
"AAA240-E13 sp000504625"	"other"
"AAA240-E13 sp000513055"	"other"
"AAA240-E13 sp000513075"	"other"
"AAA240-E13 sp002690285"	"other"
"AAA240-E13 sp003209225"	"other"
"AAA240-E13 sp003211695"	"other"
"AAA261-N23 sp000375685"	"other"
"AAA261-N23 sp017857595"	"other"
"AAA300-D14 sp002710745"	"other"
"AAA300-D14 sp002711285"	"other"
"AAA300-D14 sp002715065"	"other"
"AAA536-G10 sp000383115"	"other"
"AAA536-G10 sp000384615"	"other"
"AAA536-G10 sp000421325"	"other"
"AAA536-G10 sp002691185"	"other"
"AAA536-G10 sp003278095"	"other"
"AAA536-G10 sp003282145"	"other"
"AAA536-G10 sp003282435"	"other"
"AAA536-G10 sp003282885"	"other"
"AAA536-G10 sp003283875"	"other"
"AAA536-G10 sp003284565"	"other"
"AAA536-G10 sp016777645"	"other"
"AAA536-G10 sp016777705"	"other"
"AAA536-G10 sp902514865"	"other"
"AAA536-G10 sp902517275"	"other"
"AAA536-G10 sp902517815"	"other"
"AAA536-G10 sp902528415"	"other"
"AAA536-G10 sp902529515"	"other"
"AAA536-G10 sp902530325"	"other"
"AAA536-G10 sp902537945"	"other"
"AAA536-G10 sp902539895"	"other"
"AAA536-G10 sp902542765"	"other"
"AAA536-G10 sp902543145"	"other"
"AAA536-G10 sp902558885"	"other"
"AAA536-G10 sp902578805"	"other"
"AAA536-G10 sp902583415"	"other"
"AAA536-G10 sp902589185"	"other"
"AAA536-G10 sp902592615"	"other"
"AAA536-G10 sp902593735"	"other"
"AAA536-G10 sp902595145"	"other"
"AAA536-G10 sp902595515"	"other"
"AAA536-G10 sp902616615"	"other"
"AAA536-G10 sp902618025"	"other"
"AAA536-G10 sp902619485"	"other"
"AAA536-G10 sp902619615"	"other"
"AAA536-G10 sp902619805"	"other"
"AAA536-G10 sp902622875"	"other"
"AAA536-G10 sp902623995"	"other"
"AAA536-G10 sp902625215"	"other"
"AABM5-125-24 sp002127415"	"other"
"AAP99 sp001295775"	"other"
"AB-137-C09 sp015488125"	"other"
"AB-629-J13 sp002346675"	"other"
"AB1-6 sp001730065"	"other"
"AC-14 sp005888325"	"other"
"AC-21 sp005883995"	"other"
"AC-21 sp005884945"	"other"
"AC-21 sp005885125"	"other"
"AC-25 sp005888395"	"other"
"AC-32 sp005883335"	"other"
"AC-32 sp005883965"	"other"
"AC-32 sp005884155"	"other"
"AC-35 sp005884125"	"other"
"AC-37 sp005883295"	"other"
"AC-37 sp005885165"	"other"
"AC-37 sp019246335"	"other"
"AC-38 sp005883255"	"other"
"AC-48 sp005885025"	"other"
"AC-49 sp005883905"	"other"
"AC-50 sp005883235"	"other"
"AC-50 sp005885565"	"other"
"AC-51 sp005883885"	"other"
"AC-51 sp005884925"	"other"
"AC-51 sp005885035"	"other"
"AC-52 sp005885015"	"other"
"AC-55 sp005888465"	"other"
"AC-56 sp005884985"	"other"
"AC-57 sp005884305"	"other"
"AC-64 sp005883215"	"other"
"AC-67 sp005883175"	"other"
"AC-67 sp005884515"	"other"
"AC-69 sp005885325"	"other"
"AC-9 sp005888295"	"other"
"AC2028 sp000702085"	"other"
"AC2028 sp000702685"	"other"
"AC2028 sp002317155"	"other"
"AC2028 sp002373595"	"other"
"AC2028 sp002373975"	"other"
"AC2028 sp016284315"	"other"
"AC2028 sp016286555"	"other"
"AC2028 sp017469945"	"other"
"AC2028 sp017479285"	"other"
"AC2028 sp017524035"	"other"
"AC2028 sp017543485"	"other"
"AC2028 sp017544405"	"other"
"AC2028 sp017940415"	"other"
"AC2028 sp017964745"	"other"
"AC2028 sp018056425"	"other"
"AC2028 sp900320825"	"other"
"AC2028 sp902761225"	"other"
"AC2028 sp902767075"	"other"
"AC2028 sp902790935"	"other"
"AC2028 sp902794095"	"other"
"AD8-1 sp001273385"	"other"
"AD8-1 sp016649625"	"other"
"AE-B3A sp005223095"	"other"
"AE-B3A sp009618505"	"other"
"AE-B3B sp005223085"	"other"
"AEGEAN-183 sp001628005"	"other"
"AEGEAN-183 sp012965075"	"other"
"AER2-1 sp016000045"	"other"
"AF33-28 sp003477885"	"other"
"AG-12 sp013044295"	"other"
"AG-337-I02 sp002718135"	"other"
"AG-337-I02 sp002938205"	"other"
"AG-337-I02 sp003282155"	"other"
"AG-337-I02 sp014653715"	"other"
"AG-337-I02 sp018657885"	"other"
"AG-337-I02 sp902511405"	"other"
"AG-337-I02 sp902512325"	"other"
"AG-337-I02 sp902512415"	"other"
"AG-337-I02 sp902514875"	"other"
"AG-337-I02 sp902515745"	"other"
"AG-337-I02 sp902517315"	"other"
"AG-337-I02 sp902518705"	"other"
"AG-337-I02 sp902518895"	"other"
"AG-337-I02 sp902518985"	"other"
"AG-337-I02 sp902519435"	"other"
"AG-337-I02 sp902521315"	"other"
"AG-337-I02 sp902521325"	"other"
"AG-337-I02 sp902522015"	"other"
"AG-337-I02 sp902522865"	"other"
"AG-337-I02 sp902524385"	"other"
"AG-337-I02 sp902525035"	"other"
"AG-337-I02 sp902530685"	"other"
"AG-337-I02 sp902535885"	"other"
"AG-337-I02 sp902537325"	"other"
"AG-337-I02 sp902538155"	"other"
"AG-337-I02 sp902539825"	"other"
"AG-337-I02 sp902540265"	"other"
"AG-337-I02 sp902541215"	"other"
"AG-337-I02 sp902541435"	"other"
"AG-337-I02 sp902553005"	"other"
"AG-337-I02 sp902553945"	"other"
"AG-337-I02 sp902554185"	"other"
"AG-337-I02 sp902560725"	"other"
"AG-337-I02 sp902561355"	"other"
"AG-337-I02 sp902562275"	"other"
"AG-337-I02 sp902567135"	"other"
"AG-337-I02 sp902569865"	"other"
"AG-337-I02 sp902570155"	"other"
"AG-337-I02 sp902571865"	"other"
"AG-337-I02 sp902572735"	"other"
"AG-337-I02 sp902573325"	"other"
"AG-337-I02 sp902574475"	"other"
"AG-337-I02 sp902575375"	"other"
"AG-337-I02 sp902575815"	"other"
"AG-337-I02 sp902576125"	"other"
"AG-337-I02 sp902577905"	"other"
"AG-337-I02 sp902577945"	"other"
"AG-337-I02 sp902580765"	"other"
"AG-337-I02 sp902582755"	"other"
"AG-337-I02 sp902584805"	"other"
"AG-337-I02 sp902585605"	"other"
"AG-337-I02 sp902586695"	"other"
"AG-337-I02 sp902587565"	"other"
"AG-337-I02 sp902588745"	"other"
"AG-337-I02 sp902589095"	"other"
"AG-337-I02 sp902590695"	"other"
"AG-337-I02 sp902591485"	"other"
"AG-337-I02 sp902592345"	"other"
"AG-337-I02 sp902593125"	"other"
"AG-337-I02 sp902594815"	"other"
"AG-337-I02 sp902595425"	"other"
"AG-337-I02 sp902595805"	"other"
"AG-337-I02 sp902595855"	"other"
"AG-337-I02 sp902596365"	"other"
"AG-337-I02 sp902597015"	"other"
"AG-337-I02 sp902597795"	"other"
"AG-337-I02 sp902600225"	"other"
"AG-337-I02 sp902601455"	"other"
"AG-337-I02 sp902602135"	"other"
"AG-337-I02 sp902602515"	"other"
"AG-337-I02 sp902602695"	"other"
"AG-337-I02 sp902602845"	"other"
"AG-337-I02 sp902602885"	"other"
"AG-337-I02 sp902603095"	"other"
"AG-337-I02 sp902604905"	"other"
"AG-337-I02 sp902605135"	"other"
"AG-337-I02 sp902610845"	"other"
"AG-337-I02 sp902612805"	"other"
"AG-337-I02 sp902612825"	"other"
"AG-337-I02 sp902613275"	"other"
"AG-337-I02 sp902614085"	"other"
"AG-337-I02 sp902614375"	"other"
"AG-337-I02 sp902614395"	"other"
"AG-337-I02 sp902615625"	"other"
"AG-337-I02 sp902615745"	"other"
"AG-337-I02 sp902615845"	"other"
"AG-337-I02 sp902616075"	"other"
"AG-337-I02 sp902618015"	"other"
"AG-337-I02 sp902619045"	"other"
"AG-337-I02 sp902619055"	"other"
"AG-337-I02 sp902620285"	"other"
"AG-337-I02 sp902620425"	"other"
"AG-337-I02 sp902621165"	"other"
"AG-337-I02 sp902621305"	"other"
"AG-337-I02 sp902621725"	"other"
"AG-337-I02 sp902621855"	"other"
"AG-337-I02 sp902622475"	"other"
"AG-337-I02 sp902623255"	"other"
"AG-337-I02 sp902623545"	"other"
"AG-337-I02 sp902623585"	"other"
"AG-337-I02 sp902625365"	"other"
"AG-337-I02 sp902627245"	"other"
"AG-337-I02 sp902628645"	"other"
"AG-337-I02 sp902628835"	"other"
"AG-337-I02 sp902630465"	"other"
"AG-339-G14 sp003282105"	"other"
"AG-339-G14 sp004213955"	"other"
"AG-339-G14 sp902522825"	"other"
"AG-339-G14 sp902523885"	"other"
"AG-339-G14 sp902524805"	"other"
"AG-339-G14 sp902525735"	"other"
"AG-339-G14 sp902527995"	"other"
"AG-339-G14 sp902536295"	"other"
"AG-339-G14 sp902562135"	"other"
"AG-339-G14 sp902613455"	"other"
"AG-339-G14 sp902614235"	"other"
"AG-339-G14 sp902616715"	"other"
"AG-339-G14 sp902635045"	"other"
"AG-343-D04 sp003265885"	"other"
"AG-363-A16 sp003280345"	"other"
"AG-363-B04 sp003278465"	"other"
"AG-363-J23 sp003280095"	"other"
"AG-363-J23 sp003280245"	"other"
"AG-363-K07 sp003211755"	"other"
"AG-363-K07 sp003278175"	"other"
"AG-363-K07 sp003278225"	"other"
"AG-363-K07 sp003280225"	"other"
"AG-363-K07 sp003280295"	"other"
"AG-363-K07 sp902560875"	"other"
"AG-363-N16 sp003278305"	"other"
"AG-363-N16 sp003280135"	"other"
"AG-363-N16 sp902634515"	"other"
"AG-363-N20 sp003280105"	"other"
"AG-363-O06 sp003280085"	"other"
"AG-363-O15 sp003278255"	"other"
"AG-363-P08 sp003278195"	"other"
"AG-363-P08 sp003278365"	"other"
"AG-363-P08 sp003280055"	"other"
"AG-363-P08 sp003280185"	"other"
"AG-402-N21 sp003216435"	"other"
"AG-402-N21 sp902587615"	"other"
"AG-409-A19 sp003216155"	"other"
"AG-409-B05 sp003216075"	"other"
"AG-409-B13 sp003216035"	"other"
"AG-409-D09 sp003215935"	"other"
"AG-409-G20 sp003215775"	"other"
"AG-409-I11 sp003215725"	"other"
"AG-409-J16 sp003215655"	"other"
"AG-409-J19 sp003215635"	"other"
"AG-409-L14 sp003215545"	"other"
"AG-409-L18 sp003215535"	"other"
"AG-409-M05 sp003215435"	"other"
"AG-409-N21 sp003215415"	"other"
"AG-409-O23 sp003215355"	"other"
"AG-409-P01 sp003215335"	"other"
"AG-409-P03 sp003215295"	"other"
"AG-410-N11 sp003265895"	"other"
"AG-414-E02 sp003214615"	"other"
"AG-414-E02 sp004213215"	"other"
"AG-414-E02 sp016764285"	"other"
"AG-414-E02 sp902519445"	"other"
"AG-414-E02 sp902561465"	"other"
"AG-414-E02 sp902567785"	"other"
"AG-414-E02 sp902567945"	"other"
"AG-414-E02 sp902568465"	"other"
"AG-414-E02 sp902588335"	"other"
"AG-414-E02 sp902588625"	"other"
"AG-414-E02 sp902589505"	"other"
"AG-414-E02 sp902589795"	"other"
"AG-414-E02 sp902590395"	"other"
"AG-414-E02 sp902606665"	"other"
"AG-414-E02 sp902606835"	"other"
"AG-414-E02 sp902607525"	"other"
"AG-414-E02 sp902607585"	"other"
"AG-414-E02 sp902607625"	"other"
"AG-414-E02 sp902607735"	"other"
"AG-414-E02 sp902608065"	"other"
"AG-414-E02 sp905612235"	"other"
"AG-414-E02 sp905612415"	"other"
"AG-414-E02 sp905612535"	"other"
"AG-422-B15 sp003211835"	"other"
"AG-422-B15 sp003213515"	"other"
"AG-422-B15 sp003213715"	"other"
"AG-422-B15 sp003282175"	"other"
"AG-422-B15 sp003282485"	"other"
"AG-422-B15 sp014653725"	"other"
"AG-422-B15 sp902517885"	"other"
"AG-422-B15 sp902518415"	"other"
"AG-422-B15 sp902519835"	"other"
"AG-422-B15 sp902521655"	"other"
"AG-422-B15 sp902523455"	"other"
"AG-422-B15 sp902523535"	"other"
"AG-422-B15 sp902524285"	"other"
"AG-422-B15 sp902524795"	"other"
"AG-422-B15 sp902525575"	"other"
"AG-422-B15 sp902525595"	"other"
"AG-422-B15 sp902526005"	"other"
"AG-422-B15 sp902526565"	"other"
"AG-422-B15 sp902533965"	"other"
"AG-422-B15 sp902544065"	"other"
"AG-422-B15 sp902546615"	"other"
"AG-422-B15 sp902547315"	"other"
"AG-422-B15 sp902554325"	"other"
"AG-422-B15 sp902564025"	"other"
"AG-422-B15 sp902564295"	"other"
"AG-422-B15 sp902565955"	"other"
"AG-422-B15 sp902570675"	"other"
"AG-422-B15 sp902571005"	"other"
"AG-422-B15 sp902577765"	"other"
"AG-422-B15 sp902578305"	"other"
"AG-422-B15 sp902580665"	"other"
"AG-422-B15 sp902584215"	"other"
"AG-422-B15 sp902589175"	"other"
"AG-422-B15 sp902590345"	"other"
"AG-422-B15 sp902598405"	"other"
"AG-422-B15 sp902604225"	"other"
"AG-422-B15 sp902605215"	"other"
"AG-422-B15 sp902610585"	"other"
"AG-422-B15 sp902613805"	"other"
"AG-422-B15 sp902614655"	"other"
"AG-422-B15 sp902617525"	"other"
"AG-422-B15 sp902619105"	"other"
"AG-422-B15 sp902622985"	"other"
"AG-426-I14 sp003210055"	"other"
"AG-426-I14 sp003213175"	"other"
"AG-426-I14 sp902533695"	"other"
"AG-426-M11 sp003213095"	"other"
"AG-430-B22 sp002728335"	"other"
"AG-430-B22 sp003209955"	"other"
"AG-430-B22 sp003212795"	"other"
"AG-430-B22 sp902533755"	"other"
"AG-430-B22 sp902608415"	"other"
"AG-430-B22 sp902609025"	"other"
"AG-432-D11 sp003212885"	"other"
"AG-463-P14 sp003209275"	"other"
"AG1 sp003116855"	"other"
"AG11 sp002215645"	"other"
"AG11 sp003223455"	"other"
"AG11 sp013361335"	"other"
"AG11 sp014378185"	"other"
"AG12 sp003222235"	"other"
"AG2 sp003222065"	"other"
"AG25 sp003221005"	"other"
"AG29 sp003221995"	"other"
"AG29 sp003222115"	"other"
"AG41 sp003220905"	"other"
"AG41 sp003220975"	"other"
"AG41 sp003221045"	"other"
"AG41 sp003221085"	"other"
"AG41 sp003222035"	"other"
"AG41 sp003222055"	"other"
"AG41 sp003222085"	"other"
"AG41 sp016880225"	"other"
"AGPOR5 sp003635305"	"other"
"AK92 sp003399765"	"other"
"AKCV01 sp000272025"	"other"
"AL-N1 sp013122435"	"other"
"ALPHA2B sp003671765"	"other"
"ALPHA2B sp005503065"	"other"
"ALPHA2B sp018241185"	"other"
"ALPHA2B sp901875635"	"other"
"AM-0621 sp900299185"	"other"
"AM-2324 sp900299495"	"other"
"AM51-8 sp003478275"	"other"
"AM51-8 sp017470985"	"other"
"AM51-8 sp017634455"	"other"
"AM51-8 sp900546435"	"other"
"AM51-8 sp900761925"	"other"
"AMARA-1 sp004524545"	"other"
"AMARA-1 sp016839385"	"other"
"AMARA-1 sp016839865"	"other"
"AMARA-1 sp016933055"	"other"
"AMAZON01 sp013387205"	"other"
"AMD01 sp004100265"	"other"
"AN110305 sp008386585"	"other"
"ANME-1-THS sp004212135"	"other"
"ANME-1-THS sp014859735"	"other"
"ANME1a sp003194425"	"other"
"ANT-B6 sp001683905"	"other"
"AP-15 sp005884825"	"other"
"AP-15 sp005888425"	"other"
"AP-15 sp005888515"	"other"
"AP-15 sp017353855"	"other"
"AP-15 sp019237135"	"other"
"AP-15 sp019237175"	"other"
"AP-15 sp019238055"	"other"
"AP-15 sp019240125"	"other"
"AP-16 sp005884745"	"other"
"AP-16 sp019243195"	"other"
"AQU-01 sp018500155"	"other"
"AQU-03 sp018500125"	"other"
"AQU-03 sp018969115"	"other"
"AQU-09 sp018499965"	"other"
"AR12 sp003220225"	"other"
"AR12 sp003220475"	"other"
"AR19 sp003220595"	"other"
"AR31 sp003220495"	"other"
"AR31 sp003220535"	"other"
"AR31 sp003220685"	"other"
"AR31 sp003221515"	"other"
"AR31 sp003221595"	"other"
"AR31 sp003221615"	"other"
"AR31 sp003221655"	"other"
"AR37 sp016179165"	"other"
"AR8 sp003220195"	"other"
"AR8 sp016184125"	"other"
"AR8 sp016184365"	"other"
"AR9 sp003221435"	"other"
"AR9 sp003221455"	"other"
"AR9 sp016201575"	"other"
"ARK-14 sp002899805"	"other"
"ARK-14 sp011333245"	"other"
"ARK-15 sp002878135"	"other"
"ARK-15 sp009758405"	"other"
"ARS10 sp002690445"	"other"
"ARS1013 sp002690375"	"other"
"ARS1178 sp002688325"	"other"
"ARS1224 sp002688155"	"other"
"ARS1246 sp002688185"	"other"
"ARS1285 sp002688165"	"other"
"ARS1285 sp002688335"	"other"
"ARS1285 sp002688875"	"other"
"ARS1301 sp002686355"	"other"
"ARS1301 sp017609205"	"other"
"ARS1309 sp002688015"	"other"
"ARS1403 sp002687825"	"other"
"ARS1403 sp002688395"	"other"
"ARS21 sp002686215"	"other"
"ARS21 sp002725495"	"other"
"ARS21 sp014239585"	"other"
"ARS23 sp002686195"	"other"
"ARS50 sp002687255"	"other"
"ARS69 sp002686915"	"other"
"ARS98 sp002685655"	"other"
"ASMP01 sp000405225"	"other"
"ASMP01 sp016866915"	"other"
"ASMP01 sp017610405"	"other"
"ASMP01 sp018303885"	"other"
"ASMP01 sp018821425"	"other"
"ASMP01 sp018829425"	"other"
"ASMP01 sp018830685"	"other"
"ASMP01 sp018830905"	"other"
"ASP10-02a sp002312935"	"other"
"ASP10-02a sp002335115"	"other"
"ASP10-02a sp002470565"	"other"
"ASP10-02a sp002686055"	"other"
"ASP10-02a sp003497765"	"other"
"ASP10-02a sp003521845"	"other"
"ASP10-02a sp003523085"	"other"
"ASP10-02a sp016845445"	"other"
"ASP10-02a sp018647765"	"other"
"ASP10-02a sp905182035"	"other"
"ASP10-05a sp000981645"	"other"
"ASP10-05a sp002336675"	"other"
"ASP10-05a sp905182895"	"other"
"ASV31 sp019061145"	"other"
"ATBO01 sp000472285"	"other"
"ATCC-39006 sp002847015"	"other"
"ATM1 sp003577165"	"other"
"ATN2 sp003577145"	"other"
"ATN3 sp003577105"	"other"
"ATWF01 sp000421105"	"other"
"ATZT02 sp005789325"	"other"
"ATZT02 sp014190035"	"other"
"ATZT02 sp016463095"	"other"
"ATZT02 sp018402365"	"other"
"AU392 sp003443635"	"other"
"AV133 sp003219265"	"other"
"AV17 sp003219225"	"other"
"AV2 sp003218515"	"other"
"AV2 sp003218935"	"other"
"AV2 sp003219345"	"other"
"AV2 sp003219675"	"other"
"AV40 sp003218705"	"other"
"AV40 sp003219215"	"other"
"AV40 sp003219495"	"other"
"AV40 sp003220055"	"other"
"AV69 sp003217965"	"other"
"AV69 sp003218525"	"other"
"AV69 sp003219095"	"other"
"AV69 sp003219115"	"other"
"AV69 sp003219125"	"other"
"AV69 sp003219925"	"other"
"AV69 sp003220075"	"other"
"AV69 sp003220155"	"other"
"AV69 sp003221295"	"other"
"AV69 sp003244125"	"other"
"AV69 sp019244415"	"other"
"AV80 sp003134765"	"other"
"AV80 sp003134785"	"other"
"AV80 sp003167555"	"other"
"AV80 sp003169695"	"other"
"AV80 sp003218305"	"other"
"AV80 sp003218375"	"other"
"AVCC01 sp000622895"	"other"
"AVCC01 sp012927585"	"other"
"AVCC01 sp012927625"	"other"
"AWOC01 sp000494185"	"other"
"AWRV01 sp000504185"	"other"
"AWRV01 sp017255395"	"other"
"AWTP1-13 sp003963125"	"other"
"AWTP1-13 sp008933705"	"other"
"AWTP1-13 sp017353825"	"other"
"AWTP1-13 sp902826255"	"other"
"AWTP1-18 sp003963315"	"other"
"AWTP1-30 sp003963225"	"other"
"AWTP1-30 sp016699125"	"other"
"AWTP1-31 sp003962975"	"other"
"AWTP1-31 sp903946795"	"other"
"AWTP1-35 sp003962875"	"other"
"AWTP1-35 sp018268735"	"other"
"AWTP1-9 sp003963365"	"other"
"AWTP1-9 sp016185185"	"other"
"AWTP1-9 sp016200915"	"other"
"AZRK01 sp002895485"	"other"
"AaIE-18 sp016699045"	"other"
"Aalborg-AAW-1 sp001007975"	"other"
"Abditibacterium sp004172935"	"other"
"Abditibacterium utsteinense"	"other"
"Abiotrophia defectiva"	"oral"
"Abiotrophia massiliensis"	"other"
"Abiotrophia sp001815865"	"oral"
